,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
10080,2009-03-12 00:10:00,9.734134008845311,-4.984671547406514,8.899850496303921,9.734134008845311,9.734134008845311,-7.452205100917114,-7.452205100917114,-7.452205100917114,-1.634113821629443,-1.634113821629443,-1.634113821629443,-0.10584790929251905,-0.10584790929251905,-0.10584790929251905,-5.712243369995151,-5.712243369995151,-5.712243369995151,0.0,0.0,0.0,2.2819289079281972,3.09
10224,2009-03-13 00:10:00,9.81948940114103,-4.4261994849117965,10.141091909458575,9.81948940114103,9.81948940114103,-7.1073399657099205,-7.1073399657099205,-7.1073399657099205,-1.6341138216061226,-1.6341138216061226,-1.6341138216061226,0.1393183540264616,0.1393183540264616,0.1393183540264616,-5.6125444981302595,-5.6125444981302595,-5.6125444981302595,0.0,0.0,0.0,2.71214943543111,5.98
10368,2009-03-14 00:10:00,9.904844793436752,-4.356974261058378,9.830281256188702,9.904844793436752,9.904844793436752,-7.1267500485960715,-7.1267500485960715,-7.1267500485960715,-1.634113821617946,-1.634113821617946,-1.634113821617946,0.017323992294355512,0.017323992294355512,0.017323992294355512,-5.5099602192724815,-5.5099602192724815,-5.5099602192724815,0.0,0.0,0.0,2.77809474484068,2.68
10512,2009-03-15 00:10:00,9.99020018573247,-3.519581257151726,10.221896722695066,9.99020018573247,9.99020018573247,-6.9998228156469535,-6.9998228156469535,-6.9998228156469535,-1.6341138216235815,-1.6341138216235815,-1.6341138216235815,0.03824898551506945,0.03824898551506945,0.03824898551506945,-5.4039579795384425,-5.4039579795384425,-5.4039579795384425,0.0,0.0,0.0,2.9903773700855156,6.79
10656,2009-03-16 00:10:00,10.075555578028187,-3.8955642007775975,10.312123189457932,10.075555578028187,10.075555578028187,-6.8548125807082565,-6.8548125807082565,-6.8548125807082565,-1.6341138216354048,-1.6341138216354048,-1.6341138216354048,0.0733702569670762,0.0733702569670762,0.0733702569670762,-5.294069016039928,-5.294069016039928,-5.294069016039928,0.0,0.0,0.0,3.22074299731993,5.64
10800,2009-03-17 00:10:00,10.160910970323906,-3.080057726428337,10.99814122402271,10.160910970323906,10.160910970323906,-6.84909846188015,-6.84909846188015,-6.84909846188015,-1.6341138216120847,-1.6341138216120847,-1.6341138216120847,-0.03508604424700289,-0.03508604424700289,-0.03508604424700289,-5.179898596021062,-5.179898596021062,-5.179898596021062,0.0,0.0,0.0,3.311812508443756,5.5
10944,2009-03-18 00:10:00,10.246266362619625,-3.761300737912203,11.152955785135319,10.246266362619625,10.246266362619625,-6.8225757317434494,-6.8225757317434494,-6.8225757317434494,-1.6341138216177205,-1.6341138216177205,-1.6341138216177205,-0.12732763526320118,-0.12732763526320118,-0.12732763526320118,-5.0611342748625265,-5.0611342748625265,-5.0611342748625265,0.0,0.0,0.0,3.423690630876176,2.55
11088,2009-03-19 00:10:00,10.331621754915343,-2.8746663080763852,10.604863430090512,10.331621754915343,10.331621754915343,-6.677513746646637,-6.677513746646637,-6.677513746646637,-1.6341138216295434,-1.6341138216295434,-1.6341138216295434,-0.10584790929230804,-0.10584790929230804,-0.10584790929230804,-4.937552015724786,-4.937552015724786,-4.937552015724786,0.0,0.0,0.0,3.6541080082687056,3.58
11232,2009-03-20 00:10:00,10.416977147211064,-2.9893919397907345,11.189977326529087,10.416977147211064,10.416977147211064,-6.303815540285139,-6.303815540285139,-6.303815540285139,-1.6341138216062236,-1.6341138216062236,-1.6341138216062236,0.13931835402649126,0.13931835402649126,0.13931835402649126,-4.809020072705406,-4.809020072705406,-4.809020072705406,0.0,0.0,0.0,4.113161606925925,-0.41
11376,2009-03-21 00:10:00,10.502332539506783,-3.0657916803684038,10.61650868081909,10.502332539506783,10.502332539506783,-6.2922904293029385,-6.2922904293029385,-6.2922904293029385,-1.6341138216180464,-1.6341138216180464,-1.6341138216180464,0.01732399229433187,0.01732399229433187,0.01732399229433187,-4.675500599979224,-4.675500599979224,-4.675500599979224,0.0,0.0,0.0,4.210042110203845,-2.23
11520,2009-03-22 00:10:00,10.5876879318025,-3.026364200744818,11.411302553235835,10.5876879318025,10.5876879318025,-6.132913845796715,-6.132913845796715,-6.132913845796715,-1.6341138216236826,-1.6341138216236826,-1.6341138216236826,0.03824898551524128,0.03824898551524128,0.03824898551524128,-4.537049009688273,-4.537049009688273,-4.537049009688273,0.0,0.0,0.0,4.454774086005786,0.02
11664,2009-03-23 00:10:00,10.673043324098222,-2.4562941997322754,11.808230632318411,10.673043324098222,10.673043324098222,-5.95455472427981,-5.95455472427981,-5.95455472427981,-1.6341138216355053,-1.6341138216355053,-1.6341138216355053,0.07337025696713063,0.07337025696713063,0.07337025696713063,-4.3938111596114355,-4.3938111596114355,-4.3938111596114355,0.0,0.0,0.0,4.718488599818412,6.17
11808,2009-03-24 00:10:00,10.758398716393941,-2.1388465233912415,11.715296585737098,10.758398716393941,10.758398716393941,-5.915218372123777,-5.915218372123777,-5.915218372123777,-1.634113821612185,-1.634113821612185,-1.634113821612185,-0.035086044246903245,-0.035086044246903245,-0.035086044246903245,-4.246018506264688,-4.246018506264688,-4.246018506264688,0.0,0.0,0.0,4.843180344270164,0.96
11952,2009-03-25 00:10:00,10.843754108689659,-2.758744323955063,11.179246679030157,10.843754108689659,10.843754108689659,-5.855422865400282,-5.855422865400282,-5.855422865400282,-1.6341138216240088,-1.6341138216240088,-1.6341138216240088,-0.12732763526318325,-0.12732763526318325,-0.12732763526318325,-4.093981408513091,-4.093981408513091,-4.093981408513091,0.0,0.0,0.0,4.988331243289377,-1.7
12096,2009-03-26 00:10:00,10.929109500985376,-2.1360528822366276,12.467335439348336,10.929109500985376,10.929109500985376,-5.6780425406694786,-5.6780425406694786,-5.6780425406694786,-1.634113821629644,-1.634113821629644,-1.634113821629644,-0.10584790929218119,-0.10584790929218119,-0.10584790929218119,-3.9380808097476536,-3.9380808097476536,-3.9380808097476536,0.0,0.0,0.0,5.251066960315898,0.28
12240,2009-03-27 00:10:00,11.0144648932811,-1.1437516331603454,12.67637270202418,11.0144648932811,11.0144648932811,-5.273554029629711,-5.273554029629711,-5.273554029629711,-1.6341138216125113,-1.6341138216125113,-1.6341138216125113,0.1393183540264005,0.1393183540264005,0.1393183540264005,-3.7787585620436,-3.7787585620436,-3.7787585620436,0.0,0.0,0.0,5.740910863651388,5.23
12384,2009-03-28 00:10:00,11.099820285576817,-1.0006805072646183,13.071775511236932,11.099820285576817,11.099820285576817,-5.233296512007494,-5.233296512007494,-5.233296512007494,-1.6341138216181472,-1.6341138216181472,-1.6341138216181472,0.01732399229430039,0.01732399229430039,0.01732399229430039,-3.616506682683647,-3.616506682683647,-3.616506682683647,0.0,0.0,0.0,5.866523773569322,4.1
12528,2009-03-29 00:10:00,11.185175677872534,-0.23818293101734467,13.28584275996504,11.185175677872534,11.185175677872534,-5.047720687490395,-5.047720687490395,-5.047720687490395,-1.6341138216299707,-1.6341138216299707,-1.6341138216299707,0.038248985514914624,0.038248985514914624,0.038248985514914624,-3.45185585137534,-3.45185585137534,-3.45185585137534,0.0,0.0,0.0,6.137454990382139,4.25
12672,2009-03-30 00:10:00,11.270531070168255,-0.4624235042845363,13.386836481502987,11.270531070168255,11.270531070168255,-4.846107029797149,-4.846107029797149,-4.846107029797149,-1.6341138216066502,-1.6341138216066502,-1.6341138216066502,0.0733702569668571,0.0733702569668571,0.0733702569668571,-3.285363465157357,-3.285363465157357,-3.285363465157357,0.0,0.0,0.0,6.424424040371107,4.53
12816,2009-03-31 00:10:00,11.355886462463973,-0.5433493479271899,13.767026596541886,11.355886462463973,11.355886462463973,-4.786801433235483,-4.786801433235483,-4.786801433235483,-1.6341138216184732,-1.6341138216184732,-1.6341138216184732,-0.03508604424740446,-0.03508604424740446,-0.03508604424740446,-3.1176015673696047,-3.1176015673696047,-3.1176015673696047,0.0,0.0,0.0,6.56908502922849,0.19
12960,2009-04-01 00:10:00,11.441241854759692,-0.3048618078008211,13.649110782728295,11.441241854759692,11.441241854759692,-4.710586414338193,-4.710586414338193,-4.710586414338193,-1.634113821624109,-1.634113821624109,-1.634113821624109,-0.12732763526316537,-0.12732763526316537,-0.12732763526316537,-2.9491449574509185,-2.9491449574509185,-2.9491449574509185,0.0,0.0,0.0,6.730655440421499,3.05
13104,2009-04-02 00:10:00,11.52659724705541,-0.052178487198094085,14.206438392298915,11.52659724705541,11.52659724705541,-4.520521501183153,-4.520521501183153,-4.520521501183153,-1.6341138216359323,-1.6341138216359323,-1.6341138216359323,-0.10584790929245641,-0.10584790929245641,-0.10584790929245641,-2.7805597702547646,-2.7805597702547646,-2.7805597702547646,0.0,0.0,0.0,7.0060757458722565,7.97
13248,2009-04-03 00:10:00,11.61195263935113,0.20931561049695668,14.293250190335494,11.61195263935113,11.61195263935113,-4.107188255474539,-4.107188255474539,-4.107188255474539,-1.6341138216126119,-1.6341138216126119,-1.6341138216126119,0.13931835402643014,0.13931835402643014,0.13931835402643014,-2.612392787888358,-2.612392787888358,-2.612392787888358,0.0,0.0,0.0,7.504764383876592,9.34
13392,2009-04-04 00:10:00,11.697308031646848,0.5783830242895793,14.565058747953316,11.697308031646848,11.697308031646848,-4.061951544084716,-4.061951544084716,-4.061951544084716,-1.634113821624435,-1.634113821624435,-1.634113821624435,0.01732399229447224,0.01732399229447224,0.01732399229447224,-2.4451617147547524,-2.4451617147547524,-2.4451617147547524,0.0,0.0,0.0,7.635356487562133,9.89
13536,2009-04-05 00:10:00,11.718092512841146,0.8018480548605464,14.28474363041921,11.718092512841146,11.718092512841146,-3.8752114448767117,-3.8752114448767117,-3.8752114448767117,-1.634113821630071,-1.634113821630071,-1.634113821630071,0.03824898551516893,0.03824898551516893,0.03824898551516893,-2.2793466087618097,-2.2793466087618097,-2.2793466087618097,0.0,0.0,0.0,7.842881067964434,11.61
13680,2009-04-06 00:10:00,11.684240069257317,0.8276235354534401,15.182566191825808,11.684240069257317,11.684240069257317,-3.6761261844883344,-3.6761261844883344,-3.6761261844883344,-1.6341138216067508,-1.6341138216067508,-1.6341138216067508,0.0733702569669433,0.0733702569669433,0.0733702569669433,-2.115382619848526,-2.115382619848526,-2.115382619848526,0.0,0.0,0.0,8.008113884768983,7.26
13824,2009-04-07 00:10:00,11.650387625673492,1.176916314620097,15.132269464690005,11.650387625673492,11.650387625673492,-3.622854008419415,-3.622854008419415,-3.622854008419415,-1.634113821618574,-1.634113821618574,-1.634113821618574,-0.035086044246940236,-0.035086044246940236,-0.035086044246940236,-1.953654142553901,-1.953654142553901,-1.953654142553901,0.0,0.0,0.0,8.027533617254077,9.29
13968,2009-04-08 00:10:00,11.616535182089663,0.8769332524881357,14.774223409559953,11.616535182089663,11.616535182089663,-3.5559319006509233,-3.5559319006509233,-3.5559319006509233,-1.6341138216242095,-1.6341138216242095,-1.6341138216242095,-0.12732763526327637,-0.12732763526327637,-0.12732763526327637,-1.794490443763438,-1.794490443763438,-1.794490443763438,0.0,0.0,0.0,8.06060328143874,10.35
14112,2009-04-09 00:10:00,11.582682738505836,0.4468546720762641,15.184492886337996,11.582682738505836,11.582682738505836,-3.3781245124177026,-3.3781245124177026,-3.3781245124177026,-1.6341138216360327,-1.6341138216360327,-1.6341138216360327,-0.10584790929232955,-0.10584790929232955,-0.10584790929232955,-1.6381627814893405,-1.6381627814893405,-1.6381627814893405,0.0,0.0,0.0,8.204558226088134,10.82
14256,2009-04-10 00:10:00,11.548830294922007,1.4962674901651474,15.907912159147742,11.548830294922007,11.548830294922007,-2.9796784546228947,-2.9796784546228947,-2.9796784546228947,-1.6341138216127127,-1.6341138216127127,-1.6341138216127127,0.1393183540265216,0.1393183540265216,0.1393183540265216,-1.484882987036703,-1.484882987036703,-1.484882987036703,0.0,0.0,0.0,8.569151840299114,8.98
14400,2009-04-11 00:10:00,11.51497785133818,1.3922291281783505,16.032940552635484,11.51497785133818,11.51497785133818,-2.9515932717876625,-2.9515932717876625,-2.9515932717876625,-1.634113821624536,-1.634113821624536,-1.634113821624536,0.0173239922942531,0.0173239922942531,0.0173239922942531,-1.3348034424573794,-1.3348034424573794,-1.3348034424573794,0.0,0.0,0.0,8.563384579550519,14.16
14544,2009-04-12 00:10:00,11.481125407754353,1.7583553469959847,16.070376061715635,11.481125407754353,11.481125407754353,-2.783883185148167,-2.783883185148167,-2.783883185148167,-1.6341138216301714,-1.6341138216301714,-1.6341138216301714,0.03824898551513276,0.03824898551513276,0.03824898551513276,-1.1880183490331289,-1.1880183490331289,-1.1880183490331289,0.0,0.0,0.0,8.697242222606187,12.61
14688,2009-04-13 00:10:00,11.447272964170526,1.5611361882082722,15.737686196025455,11.447272964170526,11.447272964170526,-2.605309716286062,-2.605309716286062,-2.605309716286062,-1.6341138216130389,-1.6341138216130389,-1.6341138216130389,0.0733702569669977,0.0733702569669977,0.0733702569669977,-1.044566151640021,-1.044566151640021,-1.044566151640021,0.0,0.0,0.0,8.841963247884465,10.48
14832,2009-04-14 00:10:00,11.413420520586698,2.227196941692928,16.377753853616593,11.413420520586698,11.413420520586698,-2.5736328249371745,-2.5736328249371745,-2.5736328249371745,-1.6341138216186744,-1.6341138216186744,-1.6341138216186744,-0.03508604424714103,-0.03508604424714103,-0.03508604424714103,-0.9044329590713588,-0.9044329590713588,-0.9044329590713588,0.0,0.0,0.0,8.839787695649523,9.56
14976,2009-04-15 00:10:00,11.379568077002869,1.8735101881074065,15.496182765537624,11.379568077002869,11.379568077002869,-2.5289982391814836,-2.5289982391814836,-2.5289982391814836,-1.634113821630498,-1.634113821630498,-1.634113821630498,-0.12732763526304505,-0.12732763526304505,-0.12732763526304505,-0.767556782287941,-0.767556782287941,-0.767556782287941,0.0,0.0,0.0,8.850569837821386,10.08
15120,2009-04-16 00:10:00,11.345715633419042,1.6951622525912375,15.757857744203394,11.345715633419042,11.345715633419042,-2.373794132384289,-2.373794132384289,-2.373794132384289,-1.6341138216071776,-1.6341138216071776,-1.6341138216071776,-0.10584790929252065,-0.10584790929252065,-0.10584790929252065,-0.6338324014845911,-0.6338324014845911,-0.6338324014845911,0.0,0.0,0.0,8.971921501034753,12.98
15264,2009-04-17 00:10:00,11.311863189835213,2.5609678968651437,16.693328614300317,11.311863189835213,11.311863189835213,-1.9979121364751644,-1.9979121364751644,-1.9979121364751644,-1.6341138216190005,-1.6341138216190005,-1.6341138216190005,0.13931835402648948,0.13931835402648948,0.13931835402648948,-0.5031166688826536,-0.5031166688826536,-0.5031166688826536,0.0,0.0,0.0,9.313951053360048,12.25
15408,2009-04-18 00:10:00,11.278010746251386,1.9596732896915845,16.049096381220508,11.278010746251386,11.278010746251386,-1.9920238864643793,-1.9920238864643793,-1.9920238864643793,-1.6341138216246363,-1.6341138216246363,-1.6341138216246363,0.017323992294221616,0.017323992294221616,0.017323992294221616,-0.3752340571339642,-0.3752340571339642,-0.3752340571339642,0.0,0.0,0.0,9.285986859787007,8.17
15552,2009-04-19 00:10:00,11.244158302667557,2.3669205372957336,16.664004535431225,11.244158302667557,11.244158302667557,-1.8458471088567185,-1.8458471088567185,-1.8458471088567185,-1.6341138216364592,-1.6341138216364592,-1.6341138216364592,0.03824898551501409,0.03824898551501409,0.03824898551501409,-0.24998227273527332,-0.24998227273527332,-0.24998227273527332,0.0,0.0,0.0,9.398311193810839,7.84
15696,2009-04-20 00:10:00,11.210305859083732,2.1602751092762635,16.288716026598916,11.210305859083732,11.210305859083732,-1.6878813339459136,-1.6878813339459136,-1.6878813339459136,-1.6341138216131392,-1.6341138216131392,-1.6341138216131392,0.0733702569670839,0.0733702569670839,0.0733702569670839,-0.12713776929985787,-0.12713776929985787,-0.12713776929985787,0.0,0.0,0.0,9.522424525137819,8.4
15840,2009-04-21 00:10:00,11.176453415499903,2.701175814741298,16.638808662187767,11.176453415499903,11.176453415499903,-1.6756608819613819,-1.6756608819613819,-1.6756608819613819,-1.6341138216249622,-1.6341138216249622,-1.6341138216249622,-0.035086044247341804,-0.035086044247341804,-0.035086044247341804,-0.0064610160890776576,-0.0064610160890776576,-0.0064610160890776576,0.0,0.0,0.0,9.500792533538522,7.88
15984,2009-04-22 00:10:00,11.142600971916075,2.2408019562515262,16.931304960591774,11.142600971916075,11.142600971916075,-1.6491428587869978,-1.6491428587869978,-1.6491428587869978,-1.6341138216305984,-1.6341138216305984,-1.6341138216305984,-0.12732763526324056,-0.12732763526324056,-0.12732763526324056,0.11229859810684113,0.11229859810684113,0.11229859810684113,0.0,0.0,0.0,9.493458113129076,6.19
16128,2009-04-23 00:10:00,11.108748528332248,2.472301638735265,16.6423372908523,11.108748528332248,11.108748528332248,-1.5105634129636047,-1.5105634129636047,-1.5105634129636047,-1.634113821607278,-1.634113821607278,-1.634113821607278,-0.10584790929279586,-0.10584790929279586,-0.10584790929279586,0.2293983179364692,0.2293983179364692,0.2293983179364692,0.0,0.0,0.0,9.598185115368643,5.5
16272,2009-04-24 00:10:00,11.074896084748419,3.394772435242643,17.107094287798716,11.074896084748417,11.074896084748419,-1.1496973736329814,-1.1496973736329814,-1.1496973736329814,-1.6341138216191013,-1.6341138216191013,-1.6341138216191013,0.13931835402646053,0.13931835402646053,0.13931835402646053,0.34509809395965924,0.34509809395965924,0.34509809395965924,0.0,0.0,0.0,9.925198711115437,4.01
16416,2009-04-25 00:10:00,11.041043641164592,3.0107439506011575,16.681967311508217,11.041043641164592,11.041043641164592,-1.157132622201376,-1.157132622201376,-1.157132622201376,-1.6341138216247368,-1.6341138216247368,-1.6341138216247368,0.01732399229419798,0.01732399229419798,0.01732399229419798,0.45965720712916297,0.45965720712916297,0.45965720712916297,0.0,0.0,0.0,9.883911018963216,10.58
